Enseignements de spécialité;Formation;Nombre de candidats bacheliers ayant confirmé au moins un vœu;Nombre de candidats bacheliers ayant reçu au moins une proposition d'admission;Nombre de candidats bacheliers ayant accepté une proposition d'admission
Arts&Arts;Licence Arts;1;1.0;1
Arts&Arts;Licence Histoire;1;0.0;0
Arts&Arts;Licence Informatique;0;0.0;0
Arts&Arts;Licence Philosophie, Epistémologie;0;0.0;0
Arts&Arts;Licence Physique et chimie;0;0.0;0
Arts&Arts;Licence Pluri Langues;0;0.0;0
Arts&Arts;Licence STAPS;0;0.0;0
Arts&Arts;Licence Sciences de la vie, biologie, santé;0;0.0;0
Arts&Arts;Licence Sciences du langage - Linguistique;0;0.0;0
Arts&Arts;CPGE S;0;0.0;0
Arts&Humanités, Littérature et Philosophie;Licence LEA;216;136.0;31
Arts&Humanités, Littérature et Philosophie;Licence Pluri Lettres - Langues - Sciences humaines;267;179.0;44
Arts&Humanités, Littérature et Philosophie;Licence Pluri Lettres - Sciences du langage - Arts;88;64.0;12
Arts&Humanités, Littérature et Philosophie;Licence Psychlogie, Sciences cognitives;868;445.0;214
Arts&Humanités, Littérature et Philosophie;Licence Sciences de l'univers, de la terre, de l'espace;2;0.0;0
Arts&Humanités, Littérature et Philosophie;BUT Service;341;75.0;46
Arts&Humanités, Littérature et Philosophie;BTS production;106;18.0;10
Arts&Humanités, Littérature et Philosophie;BTS service;665;218.0;94
Arts&Humanités, Littérature et Philosophie;CPGE L;418;268.0;140
Arts&Humanités, Littérature et Philosophie;CPGE S;69;12.0;4
Arts&Humanités, Littérature et Philosophie;Ecoles d'Ingénieurs;1;0.0;0
Arts&Humanités, Littérature et Philosophie;Ecoles de Commerce;22;5.0;4
Arts&Humanités, Littérature et Philosophie;Formations d'ART;932;268.0;164
Arts&Humanités, Littérature et Philosophie;DEUST;80;27.0;15
Arts&Humanités, Littérature et Philosophie;Formations des écoles nationales vétérinaires;0;0.0;0
Arts&Histoire,Géographie, Géopolitique, Sciences politiques;Licence Archéologie, Ethno, Préhistoire, Anthropologie;90;46.0;10
Arts&Histoire,Géographie, Géopolitique, Sciences politiques;Licence Electronique, Génie électrique, EEA;0;0.0;0
Arts&Histoire,Géographie, Géopolitique, Sciences politiques;Licence Géographie;273;167.0;50
Arts&Histoire,Géographie, Géopolitique, Sciences politiques;Licence Histoire;1273;1083.0;422
Arts&Histoire,Géographie, Géopolitique, Sciences politiques;Licence LEA;169;107.0;36
Arts&Histoire,Géographie, Géopolitique, Sciences politiques;Licence Physique et chimie;0;0.0;0
Arts&Histoire,Géographie, Géopolitique, Sciences politiques;Licence Pluri Langues;7;5.0;1
Arts&Histoire,Géographie, Géopolitique, Sciences politiques;Licence Pluri Sciences de la vie, de la santé, de la terre et de l'univers;6;3.0;1
Arts&Histoire,Géographie, Géopolitique, Sciences politiques;Licence Sciences de l'information et de la communication;287;147.0;53
Arts&Histoire,Géographie, Géopolitique, Sciences politiques;Licence Sciences de l'éducation;150;80.0;41
Arts&Histoire,Géographie, Géopolitique, Sciences politiques;BUT Service;421;92.0;50
Arts&Histoire,Géographie, Géopolitique, Sciences politiques;Ecoles d'Ingénieurs;2;0.0;0
Arts&Histoire,Géographie, Géopolitique, Sciences politiques;DCG;6;3.0;1
Arts&Histoire,Géographie, Géopolitique, Sciences politiques;Formations des écoles nationales vétérinaires;0;0.0;0
Arts&Littératures, langues et culture de l'antiquité;Licence Géographie;1;0.0;0
Arts&Littératures, langues et culture de l'antiquité;Licence Psychlogie, Sciences cognitives;2;1.0;0
Arts&Littératures, langues et culture de l'antiquité;Licence Sciences de gestion;0;0.0;0
Arts&Littératures, langues et culture de l'antiquité;Licence Sciences et technologies industrielles;0;0.0;0
Arts&Littératures, langues et culture de l'antiquité;Licence Las;5;0.0;0
Arts&Littératures, langues et culture de l'antiquité;PASS;0;0.0;0
Arts&Littératures, langues et culture de l'antiquité;BUT Production;0;0.0;0
Arts&Littératures, langues et culture de l'antiquité;BUT Service;2;1.0;1
Arts&Littératures, langues et culture de l'antiquité;CPGE L;2;1.0;1
Arts&Littératures, langues et culture de l'antiquité;Ecoles d'Ingénieurs;0;0.0;0
Arts&Langues, Littératures et Cultures Etrangères et Régionales;Licence Arts;3194;2397.0;1126
Arts&Langues, Littératures et Cultures Etrangères et Régionales;Licence Electronique, Génie électrique, EEA;0;0.0;0
Arts&Langues, Littératures et Cultures Etrangères et Régionales;Licence Génie civil;1;1.0;1
Arts&Langues, Littératures et Cultures Etrangères et Régionales;Licence MASS;5;3.0;1
Arts&Langues, Littératures et Cultures Etrangères et Régionales;Licence Pluri Lettres - Langues - Sciences humaines;250;160.0;35
Arts&Langues, Littératures et Cultures Etrangères et Régionales;Licence Pluri Sciences de la vie, de la santé, de la terre et de l'univers;11;2.0;1
Arts&Langues, Littératures et Cultures Etrangères et Régionales;Licence Pluri Sciences fondamentales et applications;0;0.0;0
Arts&Langues, Littératures et Cultures Etrangères et Régionales;Licence Psychlogie, Sciences cognitives;829;387.0;179
Arts&Langues, Littératures et Cultures Etrangères et Régionales;Licence Sciences de gestion;22;6.0;1
Arts&Langues, Littératures et Cultures Etrangères et Régionales;Licence Sciences juridiques;541;319.0;156
Arts&Langues, Littératures et Cultures Etrangères et Régionales;Licence Sciences religieuses;2;2.0;1
Arts&Langues, Littératures et Cultures Etrangères et Régionales;BTS service;1416;506.0;222
Arts&Langues, Littératures et Cultures Etrangères et Régionales;DCG;8;2.0;1
Arts&Langues, Littératures et Cultures Etrangères et Régionales;Formations des écoles nationales vétérinaires;1;0.0;0
Arts&Mathématiques;Licence LEA;95;72.0;23
Arts&Mathématiques;Licence Langues et littératures étrangères;168;134.0;29
Arts&Mathématiques;Licence Physique;15;7.0;3
Arts&Mathématiques;Licence Sciences religieuses;2;2.0;0
Arts&Mathématiques;BTS service;376;153.0;65
Arts&Mathématiques;CPGE L;61;44.0;16
Arts&Mathématiques;CPGE S;144;26.0;8
Arts&Mathématiques;D.E social;17;7.0;4
Arts&Mathématiques;D.E sanitaire;34;7.0;3
Arts&Mathématiques;CUPGE;2;1.0;1
Arts&Mathématiques;DEUST;17;3.0;1
Arts&Numérique et Sciences Informatiques;Licence Electronique, Génie électrique, EEA;0;0.0;0
Arts&Numérique et Sciences Informatiques;Licence Langues et littératures étrangères;40;36.0;11
Arts&Numérique et Sciences Informatiques;Licence Pluri Sciences humaines et sociales;0;0.0;0
Arts&Numérique et Sciences Informatiques;Licence Sciences de gestion;2;0.0;0
Arts&Numérique et Sciences Informatiques;Licence Sciences de l'univers, de la terre, de l'espace;8;0.0;0
Arts&Numérique et Sciences Informatiques;Licence Sciences de l'éducation;3;1.0;1
Arts&Numérique et Sciences Informatiques;Autres formations;67;19.0;7
Arts&Physique-Chimie;Licence LEA;32;26.0;4
Arts&Physique-Chimie;Licence Langues et littératures françaises;29;14.0;3
Arts&Physique-Chimie;Licence Langues et littératures étrangères;58;46.0;13
Arts&Physique-Chimie;Licence Philosophie, Epistémologie;10;5.0;0
Arts&Physique-Chimie;Licence Pluri Droit - Sciences éco - AES;0;0.0;0
Arts&Physique-Chimie;Licence Pluri Lettres - Langues - Sciences humaines;13;10.0;0
Arts&Physique-Chimie;Licence Pluri Sciences;3;3.0;1
Arts&Physique-Chimie;Licence Sciences de l'éducation;12;5.0;2
Arts&Physique-Chimie;Licence Sciences et technologies industrielles;12;6.0;3
Arts&Physique-Chimie;BUT Production;89;28.0;15
Arts&Physique-Chimie;CPGE ECG;2;0.0;0
Arts&Physique-Chimie;Autres formations;158;48.0;28
Arts&Sciences économiques et sociales;Licence Histoire;341;273.0;65
Arts&Sciences économiques et sociales;Licence Langues et littératures françaises;147;96.0;26
Arts&Sciences économiques et sociales;Licence Mathématiques;2;0.0;0
Arts&Sciences économiques et sociales;Licence Pluri Lettres - Sciences du langage - Arts;11;7.0;0
Arts&Sciences économiques et sociales;Licence Pluri Sciences fondamentales et applications;0;0.0;0
Arts&Sciences économiques et sociales;Licence Sciences de gestion;84;29.0;8
Arts&Sciences économiques et sociales;Licence Sciences politiques;73;15.0;3
Arts&Sciences économiques et sociales;Licence Sciences économiques;95;41.0;8
Arts&Sciences économiques et sociales;BTS production;132;34.0;15
Arts&Sciences économiques et sociales;Ecoles de Commerce;92;53.0;38
Arts&Sciences économiques et sociales;D.E sanitaire;64;20.0;18
Arts&Sciences économiques et sociales;DCG;23;8.0;3
Arts&Sciences économiques et sociales;Ensemble des candidats bacheliers;2124;1964.0;1597
Arts&Sciences de la vie et de la terre;Licence Archéologie, Ethno, Préhistoire, Anthropologie;10;5.0;0
Arts&Sciences de la vie et de la terre;Licence Génie civil;1;1.0;0
Arts&Sciences de la vie et de la terre;Licence Histoire;134;118.0;34
Arts&Sciences de la vie et de la terre;Licence Mathématiques;11;1.0;0
Arts&Sciences de la vie et de la terre;Licence Pluri Langues;1;0.0;0
Arts&Sciences de la vie et de la terre;Licence Pluri Sciences fondamentales et applications;0;0.0;0
Arts&Sciences de la vie et de la terre;Licence Pluri Sciences humaines et sociales;3;0.0;0
Arts&Sciences de la vie et de la terre;Licence STAPS;163;78.0;48
Arts&Sciences de la vie et de la terre;Licence Sciences de la vie, biologie, santé;193;82.0;30
Arts&Sciences de la vie et de la terre;Licence Sciences juridiques;79;40.0;15
Arts&Sciences de la vie et de la terre;Licence Las;479;63.0;30
Arts&Sciences de la vie et de la terre;BUT Service;58;11.0;1
Arts&Sciences de la vie et de la terre;CPGE S;27;2.0;1
Arts&Sciences de la vie et de la terre;Formations des écoles nationales vétérinaires;9;0.0;0
Arts&Sciences de l'ingénieur;Licence Arts;22;21.0;6
Arts&Sciences de l'ingénieur;Licence Géographie;1;1.0;1
Arts&Sciences de l'ingénieur;Licence Informatique;2;0.0;0
Arts&Sciences de l'ingénieur;Licence Langues et littératures étrangères;2;2.0;0
Arts&Sciences de l'ingénieur;Licence Sciences de l'éducation;0;0.0;0
Arts&Sciences de l'ingénieur;Licence Sciences religieuses;0;0.0;0
Arts&Sciences de l'ingénieur;PASS;0;0.0;0
Arts&Sciences de l'ingénieur;CPGE ECG;0;0.0;0
Arts&Sciences de l'ingénieur;Ecoles d'Ingénieurs;0;0.0;0
Arts&Sciences de l'ingénieur;Ensemble des candidats bacheliers;38;33.0;23
Biologie-Ecologie&Humanités, Littérature et Philosophie;Licence Génie civil;0;0.0;0
Biologie-Ecologie&Humanités, Littérature et Philosophie;Licence LEA;0;0.0;0
Biologie-Ecologie&Humanités, Littérature et Philosophie;Licence Langues et littératures françaises;1;1.0;0
Biologie-Ecologie&Humanités, Littérature et Philosophie;Licence MASS;0;0.0;0
Biologie-Ecologie&Humanités, Littérature et Philosophie;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0.0;0
Biologie-Ecologie&Humanités, Littérature et Philosophie;Licence Pluri Droit - Sciences éco - AES;0;0.0;0
Biologie-Ecologie&Humanités, Littérature et Philosophie;Licence Pluri Sciences;0;0.0;0
Biologie-Ecologie&Humanités, Littérature et Philosophie;Licence Sciences de l'information et de la communication;0;0.0;0
Biologie-Ecologie&Humanités, Littérature et Philosophie;Licence Sciences de l'éducation;1;1.0;1
Biologie-Ecologie&Humanités, Littérature et Philosophie;PASS;0;0.0;0
Biologie-Ecologie&Humanités, Littérature et Philosophie;BTS agricole;0;0.0;0
Biologie-Ecologie&Humanités, Littérature et Philosophie;Ecoles d'Ingénieurs;0;0.0;0
Biologie-Ecologie&Humanités, Littérature et Philosophie;CUPGE;0;0.0;0
Biologie-Ecologie&Humanités, Littérature et Philosophie;DEUST;0;0.0;0
Biologie-Ecologie&Humanités, Littérature et Philosophie;Formations des écoles nationales vétérinaires;0;0.0;0
Biologie-Ecologie&Histoire,Géographie, Géopolitique, Sciences politiques;Licence Electronique, Génie électrique, EEA;0;0.0;0
Biologie-Ecologie&Histoire,Géographie, Géopolitique, Sciences politiques;Licence Géographie;2;2.0;1
Biologie-Ecologie&Histoire,Géographie, Géopolitique, Sciences politiques;Licence Langues et littératures étrangères;4;4.0;3
Biologie-Ecologie&Histoire,Géographie, Géopolitique, Sciences politiques;Licence Physique et chimie;0;0.0;0
Biologie-Ecologie&Histoire,Géographie, Géopolitique, Sciences politiques;Licence Pluri Lettres - Sciences du langage - Arts;0;0.0;0
Biologie-Ecologie&Histoire,Géographie, Géopolitique, Sciences politiques;Licence Pluri Sciences;1;0.0;0
Biologie-Ecologie&Histoire,Géographie, Géopolitique, Sciences politiques;Licence STAPS;2;0.0;0
Biologie-Ecologie&Histoire,Géographie, Géopolitique, Sciences politiques;Licence Sciences de gestion;0;0.0;0
Biologie-Ecologie&Histoire,Géographie, Géopolitique, Sciences politiques;Licence Sciences de l'information et de la communication;1;0.0;0
Biologie-Ecologie&Histoire,Géographie, Géopolitique, Sciences politiques;BUT Production;1;1.0;0
Biologie-Ecologie&Histoire,Géographie, Géopolitique, Sciences politiques;CPGE L;3;1.0;1
Biologie-Ecologie&Histoire,Géographie, Géopolitique, Sciences politiques;Formations d'ART;0;0.0;0
Biologie-Ecologie&Histoire,Géographie, Géopolitique, Sciences politiques;DEUST;0;0.0;0
Biologie-Ecologie&Langues, Littératures et Cultures Etrangères et Régionales;Licence Géographie;0;0.0;0
Biologie-Ecologie&Langues, Littératures et Cultures Etrangères et Régionales;Licence Histoire;0;0.0;0
Biologie-Ecologie&Langues, Littératures et Cultures Etrangères et Régionales;Licence LEA;0;0.0;0
Biologie-Ecologie&Langues, Littératures et Cultures Etrangères et Régionales;Licence Langues et littératures françaises;0;0.0;0
Biologie-Ecologie&Langues, Littératures et Cultures Etrangères et Régionales;Licence Mathématiques;0;0.0;0
Biologie-Ecologie&Langues, Littératures et Cultures Etrangères et Régionales;Licence Physique et chimie;0;0.0;0
Biologie-Ecologie&Langues, Littératures et Cultures Etrangères et Régionales;Licence Psychlogie, Sciences cognitives;1;1.0;0
Biologie-Ecologie&Langues, Littératures et Cultures Etrangères et Régionales;Licence Sciences et technologies industrielles;0;0.0;0
Biologie-Ecologie&Langues, Littératures et Cultures Etrangères et Régionales;CPGE L;0;0.0;0
Biologie-Ecologie&Langues, Littératures et Cultures Etrangères et Régionales;DCG;0;0.0;0
Biologie-Ecologie&Mathématiques;Licence Electronique, Génie électrique, EEA;0;0.0;0
Biologie-Ecologie&Mathématiques;Licence Formation générale aux métiers de l'ingénieur;24;5.0;0
Biologie-Ecologie&Mathématiques;Licence Informatique;30;8.0;2
Biologie-Ecologie&Mathématiques;Licence Physique;19;1.0;1
Biologie-Ecologie&Mathématiques;Licence Pluri Lettres - Sciences du langage - Arts;0;0.0;0
Biologie-Ecologie&Mathématiques;CPGE ECG;3;2.0;1
Biologie-Ecologie&Physique-Chimie;Licence Arts;24;14.0;6
Biologie-Ecologie&Physique-Chimie;Licence Langues et littératures étrangères;45;29.0;7
Biologie-Ecologie&Physique-Chimie;Licence Mathématiques et informatique;0;0.0;0
Biologie-Ecologie&Physique-Chimie;Licence Physique;98;22.0;4
Biologie-Ecologie&Physique-Chimie;Licence Sciences et technologies industrielles;27;15.0;5
Biologie-Ecologie&Physique-Chimie;Licence Sociologie, Démographie;39;28.0;5
Biologie-Ecologie&Physique-Chimie;BTS agricole;451;350.0;163
Biologie-Ecologie&Physique-Chimie;BTS production;151;71.0;18
Biologie-Ecologie&Physique-Chimie;CPGE ECG;5;2.0;2
Biologie-Ecologie&Physique-Chimie;D.E social;10;1.0;1
Biologie-Ecologie&Physique-Chimie;DCG;13;2.0;0
Biologie-Ecologie&Sciences économiques et sociales;Licence Archéologie, Ethno, Préhistoire, Anthropologie;0;0.0;0
Biologie-Ecologie&Sciences économiques et sociales;Licence Génie civil;0;0.0;0
Biologie-Ecologie&Sciences économiques et sociales;Licence LEA;1;1.0;1
Biologie-Ecologie&Sciences économiques et sociales;Licence Mathématiques;0;0.0;0
Biologie-Ecologie&Sciences économiques et sociales;Licence Mathématiques et informatique;0;0.0;0
Biologie-Ecologie&Sciences économiques et sociales;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0.0;0
Biologie-Ecologie&Sciences économiques et sociales;Licence Philosophie, Epistémologie;0;0.0;0
Biologie-Ecologie&Sciences économiques et sociales;Licence Physique;0;0.0;0
Biologie-Ecologie&Sciences économiques et sociales;Licence Pluri Droit - Sciences éco - AES;0;0.0;0
Biologie-Ecologie&Sciences économiques et sociales;Licence Pluri Sciences;0;0.0;0
Biologie-Ecologie&Sciences économiques et sociales;Licence Pluri Sciences humaines et sociales;0;0.0;0
Biologie-Ecologie&Sciences économiques et sociales;Licence Sciences économiques;0;0.0;0
Biologie-Ecologie&Sciences économiques et sociales;BUT Service;1;0.0;0
Biologie-Ecologie&Sciences économiques et sociales;BTS production;1;0.0;0
Biologie-Ecologie&Sciences économiques et sociales;Ecoles d'Ingénieurs;0;0.0;0
Biologie-Ecologie&Sciences économiques et sociales;D.E sanitaire;2;1.0;0
Biologie-Ecologie&Sciences économiques et sociales;Formations d'ART;0;0.0;0
Humanités, Littérature et Philosophie&Littératures, langues et culture de l'antiquité;Licence Informatique;3;0.0;0
Humanités, Littérature et Philosophie&Littératures, langues et culture de l'antiquité;Licence Philosophie, Epistémologie;52;35.0;11
Humanités, Littérature et Philosophie&Littératures, langues et culture de l'antiquité;Licence Pluri Sciences fondamentales et applications;0;0.0;0
Humanités, Littérature et Philosophie&Littératures, langues et culture de l'antiquité;Licence Sciences économiques;1;0.0;0
Humanités, Littérature et Philosophie&Littératures, langues et culture de l'antiquité;BTS agricole;7;6.0;6
Humanités, Littérature et Philosophie&Littératures, langues et culture de l'antiquité;BTS service;41;25.0;7
Humanités, Littérature et Philosophie&Littératures, langues et culture de l'antiquité;CPGE L;121;98.0;69
Humanités, Littérature et Philosophie&Littératures, langues et culture de l'antiquité;D.E social;7;2.0;2
Humanités, Littérature et Philosophie&Littératures, langues et culture de l'antiquité;Autres formations;45;22.0;13
Humanités, Littérature et Philosophie&Littératures, langues et culture de l'antiquité;Formations des écoles nationales vétérinaires;0;0.0;0
Humanités, Littérature et Philosophie&Langues, Littératures et Cultures Etrangères et Régionales;Licence Chimie;9;2.0;0
Humanités, Littérature et Philosophie&Langues, Littératures et Cultures Etrangères et Régionales;Licence Géographie;150;64.0;10
Humanités, Littérature et Philosophie&Langues, Littératures et Cultures Etrangères et Régionales;Licence Histoire;1024;787.0;198
Humanités, Littérature et Philosophie&Langues, Littératures et Cultures Etrangères et Régionales;Licence Pluri Droit - Sciences éco - AES;3;0.0;0
Humanités, Littérature et Philosophie&Langues, Littératures et Cultures Etrangères et Régionales;Licence STAPS;235;88.0;47
Humanités, Littérature et Philosophie&Langues, Littératures et Cultures Etrangères et Régionales;Licence Sciences de la vie, biologie, santé;33;11.0;6
Humanités, Littérature et Philosophie&Langues, Littératures et Cultures Etrangères et Régionales;Licence Sciences économiques;39;6.0;0
Humanités, Littérature et Philosophie&Langues, Littératures et Cultures Etrangères et Régionales;Licence Sociologie, Démographie;916;632.0;131
Humanités, Littérature et Philosophie&Langues, Littératures et Cultures Etrangères et Régionales;BTS agricole;74;29.0;15
Humanités, Littérature et Philosophie&Langues, Littératures et Cultures Etrangères et Régionales;CPGE ECG;61;23.0;8
Humanités, Littérature et Philosophie&Langues, Littératures et Cultures Etrangères et Régionales;Ecoles d'Ingénieurs;6;1.0;0
Humanités, Littérature et Philosophie&Langues, Littératures et Cultures Etrangères et Régionales;CUPGE;20;11.0;2
Humanités, Littérature et Philosophie&Langues, Littératures et Cultures Etrangères et Régionales;Formations des écoles nationales vétérinaires;6;0.0;0
Humanités, Littérature et Philosophie&Langues, Littératures et Cultures Etrangères et Régionales;Ensemble des candidats bacheliers;9299;9081.0;8284
Humanités, Littérature et Philosophie&Mathématiques;Licence Arts;135;100.0;37
Humanités, Littérature et Philosophie&Mathématiques;Licence Chimie;12;5.0;1
Humanités, Littérature et Philosophie&Mathématiques;Licence Histoire;123;94.0;20
Humanités, Littérature et Philosophie&Mathématiques;Licence Langues et littératures étrangères;120;95.0;17
Humanités, Littérature et Philosophie&Mathématiques;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0.0;0
Humanités, Littérature et Philosophie&Mathématiques;Licence Pluri Langues;4;4.0;0
Humanités, Littérature et Philosophie&Mathématiques;Licence Pluri Sciences de la vie, de la santé, de la terre et de l'univers;6;0.0;0
Humanités, Littérature et Philosophie&Mathématiques;Licence Pluri Sciences économiques - Gestion;68;39.0;4
Humanités, Littérature et Philosophie&Mathématiques;Licence Sciences politiques;49;12.0;5
Humanités, Littérature et Philosophie&Mathématiques;BUT Service;142;44.0;18
Humanités, Littérature et Philosophie&Mathématiques;D.E social;11;1.0;1
Humanités, Littérature et Philosophie&Mathématiques;DCG;10;4.0;2
Humanités, Littérature et Philosophie&Mathématiques;DEUST;12;3.0;1
Humanités, Littérature et Philosophie&Numérique et Sciences Informatiques;Licence Archéologie, Ethno, Préhistoire, Anthropologie;1;0.0;0
Humanités, Littérature et Philosophie&Numérique et Sciences Informatiques;Licence Géographie;3;1.0;1
Humanités, Littérature et Philosophie&Numérique et Sciences Informatiques;Licence LEA;9;7.0;1
Humanités, Littérature et Philosophie&Numérique et Sciences Informatiques;Licence Mathématiques et informatique;0;0.0;0
Humanités, Littérature et Philosophie&Numérique et Sciences Informatiques;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0.0;0
Humanités, Littérature et Philosophie&Numérique et Sciences Informatiques;Licence Pluri Lettres - Langues - Sciences humaines;7;3.0;0
Humanités, Littérature et Philosophie&Numérique et Sciences Informatiques;Licence Pluri Lettres - Sciences du langage - Arts;1;1.0;1
Humanités, Littérature et Philosophie&Numérique et Sciences Informatiques;Licence Pluri Sciences humaines et sociales;0;0.0;0
Humanités, Littérature et Philosophie&Numérique et Sciences Informatiques;Licence Sciences de l'univers, de la terre, de l'espace;0;0.0;0
Humanités, Littérature et Philosophie&Numérique et Sciences Informatiques;CPGE S;3;0.0;0
Humanités, Littérature et Philosophie&Numérique et Sciences Informatiques;Ecoles d'Ingénieurs;4;0.0;0
Humanités, Littérature et Philosophie&Numérique et Sciences Informatiques;Ecoles de Commerce;0;0.0;0
Humanités, Littérature et Philosophie&Physique-Chimie;Licence Chimie;11;4.0;2
Humanités, Littérature et Philosophie&Physique-Chimie;Licence Géographie;7;4.0;3
Humanités, Littérature et Philosophie&Physique-Chimie;Licence Langues et littératures françaises;39;33.0;6
Humanités, Littérature et Philosophie&Physique-Chimie;Licence Pluri Sciences économiques - Gestion;8;5.0;0
Humanités, Littérature et Philosophie&Physique-Chimie;Licence Sciences de gestion;2;0.0;0
Humanités, Littérature et Philosophie&Physique-Chimie;Licence Sciences de l'éducation;25;10.0;3
Humanités, Littérature et Philosophie&Physique-Chimie;BTS service;33;8.0;5
Humanités, Littérature et Philosophie&Physique-Chimie;CPGE ECG;2;1.0;0
Humanités, Littérature et Philosophie&Sciences économiques et sociales;Licence Electronique, Génie électrique, EEA;0;0.0;0
Humanités, Littérature et Philosophie&Sciences économiques et sociales;Licence Langues et littératures françaises;1180;979.0;295
Humanités, Littérature et Philosophie&Sciences économiques et sociales;Licence Langues et littératures étrangères;571;448.0;120
Humanités, Littérature et Philosophie&Sciences économiques et sociales;Licence Mathématiques et informatique;0;0.0;0
Humanités, Littérature et Philosophie&Sciences économiques et sociales;Licence Physique;3;0.0;0
Humanités, Littérature et Philosophie&Sciences économiques et sociales;Licence Pluri Lettres - Sciences du langage - Arts;179;135.0;24
Humanités, Littérature et Philosophie&Sciences économiques et sociales;Licence Pluri Sciences de la vie, de la santé, de la terre et de l'univers;23;3.0;0
Humanités, Littérature et Philosophie&Sciences économiques et sociales;Licence Pluri Sciences humaines et sociales;23;9.0;2
Humanités, Littérature et Philosophie&Sciences économiques et sociales;Licence Sciences de gestion;226;89.0;27
Humanités, Littérature et Philosophie&Sciences économiques et sociales;Licence Sciences de l'information et de la communication;642;327.0;96
Humanités, Littérature et Philosophie&Sciences économiques et sociales;Licence Sciences de l'univers, de la terre, de l'espace;5;2.0;0
Humanités, Littérature et Philosophie&Sciences économiques et sociales;Licence Sciences de l'éducation;862;395.0;168
Humanités, Littérature et Philosophie&Sciences économiques et sociales;Licence Sciences politiques;356;69.0;19
Humanités, Littérature et Philosophie&Sciences économiques et sociales;BUT Production;177;28.0;13
Humanités, Littérature et Philosophie&Sciences économiques et sociales;BTS production;108;19.0;11
Humanités, Littérature et Philosophie&Sciences économiques et sociales;Ecoles d'Ingénieurs;7;1.0;1
Humanités, Littérature et Philosophie&Sciences économiques et sociales;Ensemble des candidats bacheliers;5914;5761.0;5257
Humanités, Littérature et Philosophie&Sciences de la vie et de la terre;Licence Histoire;212;171.0;45
Humanités, Littérature et Philosophie&Sciences de la vie et de la terre;Licence Physique;29;0.0;0
Humanités, Littérature et Philosophie&Sciences de la vie et de la terre;Licence Pluri Sciences humaines et sociales;10;2.0;0
Humanités, Littérature et Philosophie&Sciences de la vie et de la terre;Licence Psychlogie, Sciences cognitives;1229;862.0;499
Humanités, Littérature et Philosophie&Sciences de la vie et de la terre;Licence Sciences économiques;9;2.0;1
Humanités, Littérature et Philosophie&Sciences de la vie et de la terre;Autres formations;164;60.0;26
Humanités, Littérature et Philosophie&Sciences de la vie et de la terre;DCG;14;4.0;1
Humanités, Littérature et Philosophie&Sciences de l'ingénieur;Licence AES;1;1.0;0
Humanités, Littérature et Philosophie&Sciences de l'ingénieur;Licence Chimie;0;0.0;0
Humanités, Littérature et Philosophie&Sciences de l'ingénieur;Licence Electronique, Génie électrique, EEA;0;0.0;0
Humanités, Littérature et Philosophie&Sciences de l'ingénieur;Licence Langues et littératures françaises;2;2.0;0
Humanités, Littérature et Philosophie&Sciences de l'ingénieur;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0.0;0
Humanités, Littérature et Philosophie&Sciences de l'ingénieur;Licence Philosophie, Epistémologie;1;1.0;0
Humanités, Littérature et Philosophie&Sciences de l'ingénieur;Licence Pluri Sciences économiques - Gestion;0;0.0;0
Humanités, Littérature et Philosophie&Sciences de l'ingénieur;Licence Sciences de l'information et de la communication;1;1.0;0
Humanités, Littérature et Philosophie&Sciences de l'ingénieur;Licence Sciences juridiques;4;4.0;3
Humanités, Littérature et Philosophie&Sciences de l'ingénieur;Licence Sociologie, Démographie;0;0.0;0
Humanités, Littérature et Philosophie&Sciences de l'ingénieur;D.E sanitaire;0;0.0;0
Humanités, Littérature et Philosophie&Sciences de l'ingénieur;Formations des écoles nationales vétérinaires;0;0.0;0
Humanités, Littérature et Philosophie&Sciences de l'ingénieur;Ensemble des candidats bacheliers;11;10.0;8
Histoire,Géographie, Géopolitique, Sciences politiques&Humanités, Littérature et Philosophie;Licence Géographie;933;504.0;118
Histoire,Géographie, Géopolitique, Sciences politiques&Humanités, Littérature et Philosophie;Licence Histoire;4445;3729.0;1277
Histoire,Géographie, Géopolitique, Sciences politiques&Humanités, Littérature et Philosophie;Licence Langues et littératures françaises;3169;2682.0;638
Histoire,Géographie, Géopolitique, Sciences politiques&Humanités, Littérature et Philosophie;Licence Physique et chimie;4;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Humanités, Littérature et Philosophie;Licence Pluri Lettres - Langues - Sciences humaines;1071;705.0;100
Histoire,Géographie, Géopolitique, Sciences politiques&Humanités, Littérature et Philosophie;Licence Pluri Sciences;58;23.0;4
Histoire,Géographie, Géopolitique, Sciences politiques&Humanités, Littérature et Philosophie;Licence Sciences de l'éducation;1024;493.0;199
Histoire,Géographie, Géopolitique, Sciences politiques&Humanités, Littérature et Philosophie;Licence Sciences politiques;1748;461.0;138
Histoire,Géographie, Géopolitique, Sciences politiques&Humanités, Littérature et Philosophie;Licence Sociologie, Démographie;1742;1238.0;283
