Enseignements de spécialité;Formation;Nombre de candidats bacheliers ayant confirmé au moins un vœu;Nombre de candidats bacheliers ayant reçu au moins une proposition d'admission;Nombre de candidats bacheliers ayant accepté une proposition d'admission
Histoire,Géographie, Géopolitique, Sciences politiques&Littératures, langues et culture de l'antiquité;Licence Sciences de l'information et de la communication;9;4.0;1
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences économiques et sociales;Licence Sciences et technologies industrielles;148;62.0;32
Histoire,Géographie, Géopolitique, Sciences politiques&Littératures, langues et culture de l'antiquité;Licence Sciences de l'univers, de la terre, de l'espace;0;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences économiques et sociales;Licence Sciences politiques;11383;3158.0;1105
Histoire,Géographie, Géopolitique, Sciences politiques&Littératures, langues et culture de l'antiquité;Licence Sciences de la vie, biologie, santé;0;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences économiques et sociales;Formations d'ART;1558;345.0;199
Histoire,Géographie, Géopolitique, Sciences politiques&Littératures, langues et culture de l'antiquité;Licence Sciences politiques;9;1.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences économiques et sociales;Autres formations;5321;1497.0;624
Histoire,Géographie, Géopolitique, Sciences politiques&Littératures, langues et culture de l'antiquité;Ecoles d'Ingénieurs;0;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences économiques et sociales;CUPGE;507;215.0;62
Histoire,Géographie, Géopolitique, Sciences politiques&Littératures, langues et culture de l'antiquité;Formations d'ART;4;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences économiques et sociales;Formations des écoles nationales vétérinaires;23;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Langues, Littératures et Cultures Etrangères et Régionales;Licence Chimie;14;2.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences économiques et sociales;Ensemble des candidats bacheliers;53072;51784.0;47082
Histoire,Géographie, Géopolitique, Sciences politiques&Langues, Littératures et Cultures Etrangères et Régionales;Licence Langues et littératures françaises;2170;1433.0;319
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;Licence Archéologie, Ethno, Préhistoire, Anthropologie;98;43.0;10
Histoire,Géographie, Géopolitique, Sciences politiques&Langues, Littératures et Cultures Etrangères et Régionales;Licence Mathématiques et informatique;0;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;Licence Informatique;121;9.0;4
Histoire,Géographie, Géopolitique, Sciences politiques&Langues, Littératures et Cultures Etrangères et Régionales;Licence Philosophie, Epistémologie;501;255.0;31
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;Licence Langues et littératures françaises;178;131.0;29
Histoire,Géographie, Géopolitique, Sciences politiques&Langues, Littératures et Cultures Etrangères et Régionales;Licence Physique;7;1.0;1
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;Licence Philosophie, Epistémologie;107;51.0;11
Histoire,Géographie, Géopolitique, Sciences politiques&Langues, Littératures et Cultures Etrangères et Régionales;Licence Physique et chimie;8;2.0;1
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;Licence Pluri Lettres - Langues - Sciences humaines;87;55.0;9
Histoire,Géographie, Géopolitique, Sciences politiques&Langues, Littératures et Cultures Etrangères et Régionales;Licence Pluri Lettres - Langues - Sciences humaines;834;490.0;84
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;Licence Pluri Sciences;117;66.0;23
Histoire,Géographie, Géopolitique, Sciences politiques&Langues, Littératures et Cultures Etrangères et Régionales;Licence Pluri Sciences économiques - Gestion;692;301.0;73
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;Licence Sciences de la vie, biologie, santé;1037;420.0;129
Histoire,Géographie, Géopolitique, Sciences politiques&Langues, Littératures et Cultures Etrangères et Régionales;Licence Psychlogie, Sciences cognitives;2340;1256.0;476
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;Licence Sciences et technologies industrielles;105;23.0;9
Histoire,Géographie, Géopolitique, Sciences politiques&Langues, Littératures et Cultures Etrangères et Régionales;Licence Sciences de gestion;246;85.0;21
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;Licence Sciences religieuses;3;3.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Langues, Littératures et Cultures Etrangères et Régionales;Licence Sciences économiques;187;57.0;10
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;Licence Las;3737;569.0;217
Histoire,Géographie, Géopolitique, Sciences politiques&Langues, Littératures et Cultures Etrangères et Régionales;BUT Production;516;59.0;28
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;PASS;591;185.0;90
Histoire,Géographie, Géopolitique, Sciences politiques&Langues, Littératures et Cultures Etrangères et Régionales;Sciences Po;2336;251.0;222
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;BTS production;285;93.0;39
Histoire,Géographie, Géopolitique, Sciences politiques&Langues, Littératures et Cultures Etrangères et Régionales;Formations des écoles nationales vétérinaires;4;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;CPGE S;84;5.0;2
Histoire,Géographie, Géopolitique, Sciences politiques&Langues, Littératures et Cultures Etrangères et Régionales;Ensemble des candidats bacheliers;17068;16653.0;15197
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;Ecoles d'Ingénieurs;65;21.0;13
Histoire,Géographie, Géopolitique, Sciences politiques&Mathématiques;Licence Chimie;41;9.0;5
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;DCG;36;16.0;5
Histoire,Géographie, Géopolitique, Sciences politiques&Mathématiques;Licence Histoire;2112;1611.0;424
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;DEUST;219;62.0;21
Histoire,Géographie, Géopolitique, Sciences politiques&Mathématiques;Licence Pluri Droit - Sciences éco - AES;14;11.0;3
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;Sciences Po;361;23.0;20
Histoire,Géographie, Géopolitique, Sciences politiques&Mathématiques;Licence Pluri Lettres - Sciences du langage - Arts;67;48.0;7
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;Licence Archéologie, Ethno, Préhistoire, Anthropologie;3;1.0;1
Histoire,Géographie, Géopolitique, Sciences politiques&Mathématiques;Licence Pluri Sciences humaines et sociales;29;16.0;1
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;Licence Arts;3;1.0;1
Histoire,Géographie, Géopolitique, Sciences politiques&Mathématiques;Licence Sciences de l'information et de la communication;304;182.0;44
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;Licence Chimie;1;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Mathématiques;Licence Sciences de la vie, biologie, santé;78;12.0;5
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;Licence Génie civil;1;1.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Mathématiques;Licence Sciences économiques;702;417.0;54
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;Licence LEA;4;4.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Mathématiques;Licence Sociologie, Démographie;719;464.0;69
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;Licence Langues et littératures étrangères;2;2.0;1
Histoire,Géographie, Géopolitique, Sciences politiques&Mathématiques;Licence Las;3529;290.0;51
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;Licence Physique;1;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Mathématiques;BTS agricole;59;32.0;16
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;Licence Pluri Droit - Sciences éco - AES;0;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Mathématiques;CPGE L;1125;874.0;365
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;Licence Pluri Lettres - Langues - Sciences humaines;0;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Mathématiques;Autres formations;1643;578.0;244
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;Licence Pluri Sciences de la vie, de la santé, de la terre et de l'univers;0;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Numérique et Sciences Informatiques;Licence AES;18;12.0;2
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;Licence STAPS;7;3.0;1
Histoire,Géographie, Géopolitique, Sciences politiques&Numérique et Sciences Informatiques;Licence Formation générale aux métiers de l'ingénieur;13;4.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;Licence Sciences de l'information et de la communication;2;1.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Numérique et Sciences Informatiques;Licence Informatique;64;35.0;10
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;Licence Sciences de l'univers, de la terre, de l'espace;2;1.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Numérique et Sciences Informatiques;Licence Langues et littératures françaises;9;4.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;BUT Service;8;2.0;1
Histoire,Géographie, Géopolitique, Sciences politiques&Numérique et Sciences Informatiques;Licence Mathématiques et informatique;0;0.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;Licence AES;1;1.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Numérique et Sciences Informatiques;Licence Mécanique, Génie mécanique, Ingénierie mécanique;1;0.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;Licence Archéologie, Ethno, Préhistoire, Anthropologie;3;2.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Numérique et Sciences Informatiques;Licence Pluri Sciences humaines et sociales;3;0.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;Licence LEA;38;28.0;10
Histoire,Géographie, Géopolitique, Sciences politiques&Numérique et Sciences Informatiques;Licence Psychlogie, Sciences cognitives;24;10.0;2
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;Licence Langues et littératures étrangères;81;76.0;39
Histoire,Géographie, Géopolitique, Sciences politiques&Numérique et Sciences Informatiques;Licence Sciences juridiques;54;37.0;25
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;Licence MASS;0;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Numérique et Sciences Informatiques;Licence Sciences économiques;3;0.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;Licence Mathématiques et informatique;0;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Numérique et Sciences Informatiques;Licence Las;145;8.0;2
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;Licence Physique;0;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Numérique et Sciences Informatiques;PASS;4;1.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;Licence Pluri Droit - Sciences éco - AES;0;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Numérique et Sciences Informatiques;BUT Service;57;13.0;3
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;Licence Pluri Lettres - Sciences du langage - Arts;0;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Numérique et Sciences Informatiques;Formations d'ART;30;10.0;4
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;Licence Sciences de gestion;0;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Numérique et Sciences Informatiques;Formations des écoles nationales vétérinaires;0;0.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;Licence Sciences de l'information et de la communication;4;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Physique-Chimie;Licence Physique;21;9.0;2
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;Licence Sciences de l'univers, de la terre, de l'espace;0;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Physique-Chimie;Licence Pluri Langues;2;2.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;PASS;2;1.0;1
Histoire,Géographie, Géopolitique, Sciences politiques&Physique-Chimie;Licence STAPS;98;49.0;37
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;BTS production;5;1.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Physique-Chimie;Licence Sciences de gestion;17;8.0;2
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;CPGE L;27;19.0;9
Histoire,Géographie, Géopolitique, Sciences politiques&Physique-Chimie;Licence Sciences juridiques;219;170.0;88
Langues, Littératures et Cultures Etrangères et Régionales&Mathématiques;Licence AES;409;265.0;46
Histoire,Géographie, Géopolitique, Sciences politiques&Physique-Chimie;CPGE S;19;3.0;1
Langues, Littératures et Cultures Etrangères et Régionales&Mathématiques;Licence Langues et littératures étrangères;1608;1369.0;488
Histoire,Géographie, Géopolitique, Sciences politiques&Physique-Chimie;Formations d'ART;35;12.0;7
Langues, Littératures et Cultures Etrangères et Régionales&Mathématiques;Licence MASS;195;135.0;26
Histoire,Géographie, Géopolitique, Sciences politiques&Physique-Chimie;DEUST;12;6.0;1
Langues, Littératures et Cultures Etrangères et Régionales&Mathématiques;Licence Mécanique, Génie mécanique, Ingénierie mécanique;11;6.0;3
Histoire,Géographie, Géopolitique, Sciences politiques&Physique-Chimie;Formations des écoles nationales vétérinaires;2;0.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Mathématiques;Licence Philosophie, Epistémologie;118;59.0;5
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences économiques et sociales;Licence Mathématiques et informatique;0;0.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Mathématiques;Licence Pluri Sciences économiques - Gestion;872;548.0;127
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences économiques et sociales;Licence Mécanique, Génie mécanique, Ingénierie mécanique;6;2.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Mathématiques;Licence Psychlogie, Sciences cognitives;561;358.0;139
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences économiques et sociales;Licence Pluri Langues;133;77.0;10
Langues, Littératures et Cultures Etrangères et Régionales&Mathématiques;Licence Sciences de la vie, biologie, santé;124;36.0;16
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences économiques et sociales;Licence Sciences juridiques;27840;21972.0;13252
Langues, Littératures et Cultures Etrangères et Régionales&Mathématiques;Licence Sciences politiques;140;34.0;8
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences économiques et sociales;Licence Las;35244;1352.0;245
Langues, Littératures et Cultures Etrangères et Régionales&Mathématiques;Licence Sciences économiques;299;178.0;41
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences économiques et sociales;CPGE ECG;5409;2618.0;1058
Langues, Littératures et Cultures Etrangères et Régionales&Mathématiques;Ecoles de Commerce;521;407.0;295
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences économiques et sociales;CPGE L;3751;2652.0;1081
Langues, Littératures et Cultures Etrangères et Régionales&Mathématiques;D.E social;49;8.0;6
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences économiques et sociales;DCG;1380;730.0;267
Langues, Littératures et Cultures Etrangères et Régionales&Mathématiques;Formations des écoles nationales vétérinaires;7;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences économiques et sociales;Sciences Po;9682;1068.0;933
Langues, Littératures et Cultures Etrangères et Régionales&Mathématiques;Ensemble des candidats bacheliers;4708;4554.0;4064
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;Licence Génie civil;3;1.0;1
Langues, Littératures et Cultures Etrangères et Régionales&Numérique et Sciences Informatiques;Licence AES;26;17.0;10
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;Licence Histoire;1720;1409.0;536
Langues, Littératures et Cultures Etrangères et Régionales&Numérique et Sciences Informatiques;Licence Archéologie, Ethno, Préhistoire, Anthropologie;2;1.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;Licence Langues et littératures étrangères;295;233.0;60
Langues, Littératures et Cultures Etrangères et Régionales&Numérique et Sciences Informatiques;Licence MASS;24;12.0;1
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;Licence Physique;96;6.0;1
Langues, Littératures et Cultures Etrangères et Régionales&Numérique et Sciences Informatiques;Licence Pluri Lettres - Langues - Sciences humaines;10;5.0;1
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;Licence Pluri Sciences humaines et sociales;53;11.0;2
Langues, Littératures et Cultures Etrangères et Régionales&Numérique et Sciences Informatiques;Licence Pluri Sciences de la vie, de la santé, de la terre et de l'univers;3;1.0;1
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;Licence Sociologie, Démographie;546;365.0;77
Langues, Littératures et Cultures Etrangères et Régionales&Numérique et Sciences Informatiques;Licence Pluri Sciences économiques - Gestion;55;25.0;7
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;BUT Service;808;210.0;94
Langues, Littératures et Cultures Etrangères et Régionales&Numérique et Sciences Informatiques;Licence STAPS;71;26.0;15
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;BTS agricole;272;186.0;97
Langues, Littératures et Cultures Etrangères et Régionales&Numérique et Sciences Informatiques;Licence Sciences de la vie, biologie, santé;23;3.0;1
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;CPGE ECG;82;38.0;16
Langues, Littératures et Cultures Etrangères et Régionales&Numérique et Sciences Informatiques;Licence Sciences et technologies industrielles;28;7.0;2
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;CPGE L;206;139.0;68
Langues, Littératures et Cultures Etrangères et Régionales&Numérique et Sciences Informatiques;Licence Sciences politiques;9;1.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;Ecoles de Commerce;126;60.0;37
Langues, Littératures et Cultures Etrangères et Régionales&Numérique et Sciences Informatiques;PASS;12;2.0;1
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;D.E social;133;34.0;24
Langues, Littératures et Cultures Etrangères et Régionales&Numérique et Sciences Informatiques;BUT Service;147;31.0;17
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;Formations d'ART;205;41.0;20
Langues, Littératures et Cultures Etrangères et Régionales&Numérique et Sciences Informatiques;BTS service;370;190.0;94
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;Autres formations;578;168.0;69
Langues, Littératures et Cultures Etrangères et Régionales&Numérique et Sciences Informatiques;CPGE S;14;1.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;Ensemble des candidats bacheliers;4916;4746.0;4278
Langues, Littératures et Cultures Etrangères et Régionales&Numérique et Sciences Informatiques;D.E social;4;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;Licence Géographie;10;6.0;3
Langues, Littératures et Cultures Etrangères et Régionales&Numérique et Sciences Informatiques;DEUST;17;8.0;4
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;Licence Informatique;2;2.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Numérique et Sciences Informatiques;Sciences Po;8;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;Licence Philosophie, Epistémologie;0;0.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Physique-Chimie;Licence AES;44;31.0;10
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;Licence Pluri Sciences fondamentales et applications;0;0.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Physique-Chimie;Licence Géographie;18;15.0;5
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;Licence Sciences religieuses;0;0.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Physique-Chimie;Licence Pluri Lettres - Sciences du langage - Arts;4;1.0;1
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;BTS agricole;2;2.0;2
Langues, Littératures et Cultures Etrangères et Régionales&Physique-Chimie;Licence Psychlogie, Sciences cognitives;130;63.0;26
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;BTS production;14;7.0;1
Langues, Littératures et Cultures Etrangères et Régionales&Physique-Chimie;Licence Sciences de l'univers, de la terre, de l'espace;35;7.0;1
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;BTS service;11;5.0;1
Langues, Littératures et Cultures Etrangères et Régionales&Physique-Chimie;Licence Sciences de l'éducation;33;21.0;7
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;CPGE ECG;1;0.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Physique-Chimie;Licence Sciences juridiques;144;102.0;56
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;CPGE S;3;1.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Physique-Chimie;Licence Sciences politiques;14;1.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;Ecoles d'Ingénieurs;8;3.0;1
Langues, Littératures et Cultures Etrangères et Régionales&Physique-Chimie;Licence Sciences économiques;18;7.0;1
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;Formations d'ART;5;2.0;2
Langues, Littératures et Cultures Etrangères et Régionales&Physique-Chimie;BUT Service;143;41.0;14
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;CUPGE;0;0.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Physique-Chimie;BTS production;124;59.0;23
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;DEUST;2;1.0;1
Langues, Littératures et Cultures Etrangères et Régionales&Physique-Chimie;CPGE ECG;17;6.0;5
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;Sciences Po;3;0.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Physique-Chimie;CUPGE;14;2.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;Formations des écoles nationales vétérinaires;0;0.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Physique-Chimie;DCG;12;6.0;2
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;Licence Electronique, Génie électrique, EEA;0;0.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Sciences économiques et sociales;Licence Archéologie, Ethno, Préhistoire, Anthropologie;205;110.0;24
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;Licence Formation générale aux métiers de l'ingénieur;0;0.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Sciences économiques et sociales;Licence Electronique, Génie électrique, EEA;0;0.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;Licence Génie civil;0;0.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Sciences économiques et sociales;Licence Génie civil;4;2.0;1
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;Licence Histoire;22;19.0;5
Langues, Littératures et Cultures Etrangères et Régionales&Sciences économiques et sociales;Licence MASS;46;21.0;3
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;Licence Mathématiques;1;0.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Sciences économiques et sociales;Licence Pluri Droit - Sciences éco - AES;70;10.0;1
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Sciences économiques et sociales;Licence Psychlogie, Sciences cognitives;3095;1715.0;715
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;Licence Pluri Sciences;0;0.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Sciences économiques et sociales;Licence STAPS;1214;450.0;244
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;Licence Sciences et technologies industrielles;0;0.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Sciences économiques et sociales;Licence Sciences et technologies industrielles;59;28.0;14
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;Licence Sociologie, Démographie;5;4.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Sciences économiques et sociales;Licence Sciences économiques;1995;806.0;161
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;Licence Las;37;2.0;1
Langues, Littératures et Cultures Etrangères et Régionales&Sciences économiques et sociales;CPGE ECG;1431;668.0;249
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;BUT Service;5;1.0;1
Langues, Littératures et Cultures Etrangères et Régionales&Sciences économiques et sociales;CPGE S;83;6.0;2
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;CPGE S;0;0.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Sciences économiques et sociales;Ecoles de Commerce;2814;1996.0;1528
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;Ecoles d'Ingénieurs;0;0.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Sciences économiques et sociales;Ensemble des candidats bacheliers;21171;20509.0;18237
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;D.E social;5;1.0;1
Langues, Littératures et Cultures Etrangères et Régionales&Sciences de la vie et de la terre;Licence AES;205;118.0;23
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;Ensemble des candidats bacheliers;116;114.0;105
Langues, Littératures et Cultures Etrangères et Régionales&Sciences de la vie et de la terre;Licence Arts;370;255.0;83
Langues, Littératures et Cultures Etrangères et Régionales&Mathématiques;Licence Formation générale aux métiers de l'ingénieur;114;30.0;9
Langues, Littératures et Cultures Etrangères et Régionales&Sciences de la vie et de la terre;Licence Electronique, Génie électrique, EEA;2;0.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Mathématiques;Licence Histoire;306;234.0;60
Langues, Littératures et Cultures Etrangères et Régionales&Sciences de la vie et de la terre;Licence Génie civil;3;2.0;1
Langues, Littératures et Cultures Etrangères et Régionales&Mathématiques;Licence Mathématiques et informatique;13;4.0;2
Langues, Littératures et Cultures Etrangères et Régionales&Sciences de la vie et de la terre;Licence MASS;9;3.0;1
Langues, Littératures et Cultures Etrangères et Régionales&Mathématiques;Licence Physique et chimie;56;7.0;1
Langues, Littératures et Cultures Etrangères et Régionales&Sciences de la vie et de la terre;Licence Pluri Lettres - Sciences du langage - Arts;27;21.0;2
Langues, Littératures et Cultures Etrangères et Régionales&Mathématiques;Licence Pluri Sciences de la vie, de la santé, de la terre et de l'univers;45;9.0;4
Langues, Littératures et Cultures Etrangères et Régionales&Sciences de la vie et de la terre;Licence Pluri Sciences économiques - Gestion;223;108.0;23
